Frase,Categoria
"A amizade desenvolve a felicidade e reduz o sofrimento, duplicando a nossa alegria e dividindo a nossa dor. (Joseph Addison) ",Frases de Amizade
"A amizade é uma alma que habita dois corpos, um coração que habita duas almas. (Aristóteles) ",Frases de Amizade
A fortuna faz amigos e a desgraça prova que eles existem. ,Frases de Amizade
"Promessas são esquecidas, palavras são perdidas, mas a verdadeira amizade é a que permanece! ",Frases de Amizade
Muita gente entra e sai em tua vida ao longo dos anos. Mas só os verdadeiros amigos deixam impressões em seu coração. ,Frases de Amizade
Amigos são anjos que nos deixam em pé quando nossas asas se esquecem de como voar. ,Frases de Amizade
A amizade duplica as alegrias e divide as tristezas. (Francis Bacon) ,Frases de Amizade
"A amizade é como os títulos honoríficos: quanto mais velha, mais preciosa. (Johann Goethe) ",Frases de Amizade
"A glória da amizade não é a mão estendida, nem o sorriso carinhoso, nem mesmo a delícia da companhia. É a inspiração espiritual que vem quando você descobre que alguém acredita e confia em você. (Ralph Waldo Emerson) ",Frases de Amizade
"Não há amizade que, por mais profunda que seja, resista a uma série de canalhices. (Jô Soares) ",Frases de Amizade
O perigo do sexo é que você pode se apaixonar. O perigo do amor é virar amizade. (Arnaldo Jabor) ,Frases de Amizade
Para conseguir a amizade de uma pessoa digna é preciso desenvolvermos em nós mesmos as qualidades que naquela admiramos. (Sócrates) ,Frases de Amizade
"As palavras de amizade e conforto podem ser curtas e sucintas, mas o seu eco é infindável. (Madre Teresa de Calcutá) ",Frases de Amizade
Amizade é quando você não faz questão de você e se empresta aos outros. (Adriana Falcão) ,Frases de Amizade
"As mulheres podem tornar-se facilmente amigas de um homem; mas, para manter essa amizade, torna-se indispensável o concurso de uma pequena antipatia física. (Friedrich Nietzsche) ",Frases de Amizade
A única amizade que vale é a que nasceu sem razão. (Arthur Schendel) ,Frases de Amizade
"Valorize as amizades verdadeiras, porque o resto é só resto. ",Frases de Amizade
"O ser humano tem até de experimentar o amor, para que compreenda bem o que é a amizade. (Sébastien-Roch Chamfort) ",Frases de Amizade
"Ao final, não nos lembraremos tanto das palavras de nossos inimigos, senão dos silêncios de nossos amigos. (Martin Luther King) ",Frases de Amizade
Entenda que amigos vão e vêm. Mas nunca abra mão de uns poucos e bons. (Pedro Bial) ,Frases de Amizade
Os verdadeiros amigos são aqueles que nos criticam na nossa frente e nos defendem nas nossas costas. ,Frases de Amizade
"Ame a vida e os bons amigos, pois a vida é curta e os bons amigos são poucos. ",Frases de Amizade
Somente o calor de uma verdadeira amizade é capaz de quebrar o gelo da indiferença e do egoísmo. ,Frases de Amizade
"Depois de algum tempo você aprende que verdadeiras amizades continuam a crescer mesmo com longas distâncias. E o que importa não é o que você tem na vida, mas quem você tem na vida. ",Frases de Amizade
"Nunca esquecerei o tempo que passei contigo. Te peço que sigas sendo meu amigo, da mesma maneira que eu sempre serei o teu. (Ludwig van Beethoven) ",Frases de Amizade
Amigo é aquele que enxerga sua tristeza escondida atrás de um sorriso. ,Frases de Amizade
A amizade perfeita apenas pode existir entre os bons. (Aristóteles) ,Frases de Amizade
"A amizade é irmã do amor, mas não na mesma cama. (Sophie Arnould) ",Frases de Amizade
 Ninguém pode fazer com que você se sinta inferior sem o seu consentimento. (Eleanor Roosevelt) ,Frases de Reflexão
"Ter problemas na vida é inevitável, ser derrotado por eles é opcional. (Roger Crawford) ",Frases de Reflexão
"Uma pessoa inteligente resolve um problema, um sábio o previne. (Albert Einstein) ",Frases de Reflexão
"Se você apagasse todos os erros do seu passado, você apagaria toda sabedoria do seu presente. ",Frases de Reflexão
"A prepotência te faz forte por um dia, a humildade para sempre. ",Frases de Reflexão
"Se todos soubessem o peso das palavras, dariam mais valor ao silêncio. ",Frases de Reflexão
"Lembre-se: sempre haverá outra chance, outra amizade, outro amor ... mas nunca outra vida. ",Frases de Reflexão
"Colecione momentos, não coisas. ",Frases de Reflexão
"Pare de olhar para trás, você já sabe onde esteve, agora precisa saber onde vai. ",Frases de Reflexão
Preserve. Pessoas boas estão sendo extintas. ,Frases de Reflexão
É melhor levar uma surra da sinceridade do que um abraço da falsidade. ,Frases de Reflexão
"Tudo aquilo que é exagerado, desconfie. Inclusive bondade. (Jufras Menhal) ",Frases de Reflexão
"O destino não é uma questão de sorte, é uma questão de escolha. Não é algo para se esperar, é algo para se conquistar. (William Jennings Bryan) ",Frases de Reflexão
"Quem não tem quase nada, normalmente agradece por tudo. Quem tem tudo, normalmente reclama por nada. (Jufras Menhal) ",Frases de Reflexão
Nunca estrague o seu presente por um passado que não tem futuro. ,Frases de Reflexão
Você nunca chegará no próximo capítulo de sua vida se continuar relendo o anterior. ,Frases de Reflexão
Não há ventos favoráveis para aqueles que não sabem onde querem chegar. ,Frases de Reflexão
Caráter é aquilo que você é quando ninguém está te olhando. (Epícuro) ,Frases de Reflexão
O pior naufrágio é não partir. (Amyr Klink) ,Frases de Reflexão
"Tome cuidado com a corrupção, pois ela se contenta com pouco. Basta uma pequena brecha e ela te pega nas coisas mais simples. Depois fica difícil escapar. (Jufras Menhal) ",Frases de Reflexão
"Acreditar é essencial, mas ter atitude é o que faz a diferença. ",Frases de Reflexão
"Não tenho medo de mostrar quem eu realmente sou, porque todos temos defeitos. E falsidade não é um dos meus. (Ana Carolina Alves Claudiano) ",Frases de Reflexão
Nunca é alto o preço a pagar pelo privilégio de pertencer a si mesmo. (Friedrich Nietzsche) ,Frases de Reflexão
Um raciocínio lógico leva você de A a B. A imaginação te leva a qualquer lugar que você quiser. (Albert Einstein) ,Frases de Reflexão
Trate bem as oportunidades. Elas são reservadas e não aparecem pra qualquer um. Algumas se ofendem fácil e podem nunca mais voltar. (Jufras Menhal) ,Frases de Reflexão
Será que todos que dizem o que querem estão preparados para ouvir a verdade? ,Frases de Reflexão
"Cada um pensa em mudar a humanidade, mas ninguém pensa em mudar a si mesmo. (Leon Tolstoi) ",Frases de Reflexão
"Aqueles que falam de você na sua ausência, é porque respeitam a sua presença. ",Frases de Reflexão
"Existem pessoas que choram por saber que as rosas têm espinhos, outras que sorriem por saber que os espinhos têm rosas. ",Frases de Reflexão
Aprenda a argumentar e nunca mais precisará ter razão. ,Frases de Reflexão
"Não mude por causa de ninguém. Quem te ama te aceita, não te julga. ",Frases de Reflexão
"Esqueça os tempos de aflição, mas nunca esqueça o que eles lhe ensinaram. (Herbert Spencer Gasser) ",Frases de Reflexão
"Heróis são pessoas que fizeram o que era necessário fazer, enfrentando as consequências. ",Frases de Reflexão
"Se você não tem motivos para sorrir, pelo menos não dê motivos para os outros chorarem. ",Frases de Reflexão
O silêncio oportuno é mais eloquente do que um discurso. ,Frases de Reflexão
"Se você morresse hoje, estaria orgulhoso pelo que andou fazendo no mundo? ",Frases de Reflexão
Eu preferiria ser um fracasso em algo que amo do que um sucesso em algo que odeio. (George Burns) ,Frases de Reflexão
Cada homem tem a sua hora. Cabe a cada um escolhê-la. ,Frases de Reflexão
O homem é mortal por seus temores e imortal por seus desejos. (Pitágoras) ,Frases de Reflexão
O que torna a ingenuidade tão graciosa é que ela não foi feita para durar. ,Frases de Reflexão
Quem diz que não pode ser feito nunca deve interromper aquele que está fazendo. ,Frases de Reflexão
"Existem três tipos de pessoas: as que se preocupam até a morte, as que trabalham até morrer e as que se aborrecem até a morte. (Winston Churchill) ",Frases de Reflexão
A vida é muito curta para ser pequena. (Benjamin Disraeli) ,Frases de Reflexão
"O único modo de evitar os erros é adquirindo experiência, mas a única maneira de adquirir experiência é cometendo erros. ",Frases de Reflexão
Não existe verdadeira inteligência sem bondade. (Ludwig van Beethoven) ,Frases de Reflexão
"É preciso lutar para se ter conquistas, mas antes é preciso ter sonhos para estimular a luta. ",Frases de Reflexão
"Eduque seu filho para ser feliz e não para ser rico, assim ele saberá o verdadeiro valor das coisas e não seu preço. ",Frases de Reflexão
Podemos julgar o caráter de um homem por como ele trata aqueles que não podem fazer nada por ele. ,Frases de Reflexão
"Não importa como, onde ou porquê. O fato é que todos — de uma maneira ou de outra — vão te decepcionar. ",Frases de Reflexão
A geração que nos educa é a mesma que nos critica. ,Frases de Reflexão
"Se você não pode controlar o vento, ajuste as velas. ",Frases de Reflexão
É melhor uma derrota honrosa do que uma vitória indigna. ,Frases de Reflexão
"É falta de educação calar um idiota, e crueldade deixá-lo prosseguir. (Benjamin Franklin) ",Frases de Reflexão
Apenas os sábios tem a consciência de que as palavras em si não carregam sabedoria nenhuma. ,Frases de Reflexão
"Você não pode mudar o passado, mas você pode arruinar o presente se preocupando com o futuro. ",Frases de Reflexão
" E, de repente, todas as canções de amor eram sobre você ... ",Frases Românticas
Pessoas especiais são fáceis de se encontrar. Basta fechar os olhos. ,Frases Românticas
Soltei o mundo para segurar a sua mão. (Caio Fernando Abreu) ,Frases Românticas
"Antes de ferir um coração, certifique-se que você não está dentro dele. ",Frases Românticas
"Você não é apenas meu amigo, você é meu amor. Você não é apenas meu amor, você é meu coração. Você não é apenas meu coração, você é minha vida. Você não é apenas minha vida, você é meu tudo. ",Frases Românticas
Meu maior sonho é trazer você para minha realidade. ,Frases Românticas
"Das coisas que realmente têm valor, saiba que o seu amor é o que eu mais valorizo. Adoro a sua companhia. Amo muito você! ",Frases Românticas
Romantismo é quando todo pequeno instante se torna um grande momento ao lado de quem se ama. ,Frases Românticas
"Quando um homem ama de verdade, a única coisa que ele vai querer mudar na mulher amada é o seu sobrenome. ",Frases Românticas
"De que vale o delírio dos olhos, se eles se fecham quando os lábios se tocam? ",Frases Românticas
Amar é um verbo que somente dois lábios apaixonados conseguem conjugar. ,Frases Românticas
"Mesmo depois de conhecer vários novos sorrisos, o seu continua sendo o meu preferido. ",Frases Românticas
Você é a página mais linda que o destino escreveu na minha vida. ,Frases Românticas
"Nunca provoques o florescer de um sorriso dizendo eu te amo, para depois fazer rolar uma lágrima pedindo: esqueça-me. ",Frases Românticas
Sempre que estiver triste lembre-se que alguém é feliz pelo simples fato de você existir. ,Frases Românticas
"Nunca feche os olhos para o mundo, pois há pessoas no mundo que esperam o seu olhar. ",Frases Românticas
"Preciso esquecer que te adoro, para lembrar que te amo. ",Frases Românticas
"Não quero ser na sua vida o início de um fim nem o fim de um começo, quero ser o início de um começo sem fim. ",Frases Românticas
Imagina hoje à noite a gente se perder. Imagina hoje à noite a lua se apagar. (Chico Buarque) ,Frases Românticas
"Se tiver que escolher entre você e o sorriso, escolho você, pois sem você não sei o que é sorrir. ",Frases Românticas
"Quero o seu abraço, seu sorriso, seu carinho, mas acima de tudo, quero seu amor. ",Frases Românticas
Há vários motivos para não se amar uma pessoa e um só motivo para amá-la. (Carlos Drummond de Andrade) ,Frases Românticas
O melhor lugar do mundo é sempre ao lado de quem te faz feliz. ,Frases Românticas
"O amor é um sentimento sublime. Supera os problemas e diferenças, resiste ao tempo e se fortalece com a distância. (Ruy Barbosa) ",Frases Românticas
"Queria ser uma lágrima sua, para assim nascer nos teus olhos, rolar entre tua face e nos teus lábios morrer. ",Frases Românticas
"É fácil dizer eu te amo, o difícil é amar de verdade. ",Frases Românticas
"Outrora eu era metade, você minha gata é meu meio, com nossa junção formamos o inteiro, que é o amor eterno. ",Frases Românticas
"Não te quero só para mim e nem poderia, quero-te para ti mesmo e para tua própria vida. Quanto mais fores o que quiseres mais serás o que eu queria. ",Frases Românticas
"Vem matar minha sede na relva na rede, vem matar o meu desejo, vem me sufocar com o seu beijo, vem de qual que canto do universo ser a inspiração do meu verso, vem me diz onde moras, seu nome e seu telefone. Vem minha princesa encantada, vem agora. Antes que algo aconteça e eu vá embora! ",Frases Românticas
"Por mais longe que o espírito alcance, não vai tão longe quanto o coração. ",Frases Românticas
"Nunca digas que esqueceste um amor, diga apenas que consegue falar nele sem chorar, pois o amor é inesquecível. (Guimarães Rosa) ",Frases Românticas
"A vida só é vida, quando é vivida por duas vidas em uma só vida. ",Frases Românticas
"Não existe amor à primeira vista. O que existe é a pessoa certa, no momento certo. Você por acaso estava lá. ",Frases Românticas
